colour	x	y	clickSelects	showSelected1	fill
#A3A500	0.578804540816553	-0.156639028846736	4	83	#A3A500
#6BB100	0.206911727858195	-0.0785170097588175	5	83	#6BB100
#00BA38	-0.367505211108191	-0.311924083095368	6	83	#00BA38
#00BF7D	-0.0688607438566194	0.11309790689712	7	83	#00BF7D
#00C0AF	0.455357919344611	-0.869940484970953	8	83	#00C0AF
#00BCD8	0.921874722445858	-0.0281040714068217	9	83	#00BCD8
#00B0F6	-0.255321107633676	-0.468736169714817	10	83	#00B0F6
#619CFF	-0.626793439843757	-0.248319024441112	11	83	#619CFF
#B983FF	-0.0164134778185526	0.244222283044272	12	83	#B983FF
#E76BF3	0.724206452946348	0.501565935671433	13	83	#E76BF3
#FD61D1	0.566029907525453	-0.230114189357458	14	83	#FD61D1
#FF67A4	-0.0402981223507353	0.255753888214161	15	83	#FF67A4
#F8766D	-0.0752482072617658	-0.0123383069372226	1	84	#F8766D
#E58700	0.186665819577973	-0.505501167966119	2	84	#E58700
#C99800	0.445127568794578	-0.468286967753813	3	84	#C99800
#A3A500	0.521355219192429	-0.183484860738615	4	84	#A3A500
#6BB100	0.217918174015776	-0.0485037865975661	5	84	#6BB100
#00BA38	-0.345333765562009	-0.293981934432445	6	84	#00BA38
#00BF7D	-0.0164595993025485	0.143918975153278	7	84	#00BF7D
#00C0AF	0.440650276236906	-0.862431065108026	8	84	#00C0AF
#00BCD8	0.838030091715871	-0.00697866281412072	9	84	#00BCD8
#00B0F6	-0.255268412695652	-0.407666017650884	10	84	#00B0F6
#619CFF	-0.674594289999337	-0.211293220743493	11	84	#619CFF
#B983FF	0.0205997133703359	0.344337517626768	12	84	#B983FF
#E76BF3	0.687757307803635	0.514283469485899	13	84	#E76BF3
#FD61D1	0.621591560039357	-0.191908351537921	14	84	#FD61D1
#FF67A4	-0.0159915735467097	0.245731755280783	15	84	#FF67A4
#F8766D	-0.122360082217663	0.0528481078428339	1	85	#F8766D
#E58700	0.111503791314788	-0.519288865916356	2	85	#E58700
#C99800	0.405955395481331	-0.447280235558639	3	85	#C99800
#A3A500	0.526310042140177	-0.120478985108327	4	85	#A3A500
#6BB100	0.175954952570589	-0.0269250372534784	5	85	#6BB100
#00BA38	-0.334865187636926	-0.347391156308397	6	85	#00BA38
#00BF7D	0.0254666356045981	0.167896248838355	7	85	#00BF7D
#00C0AF	0.469369784598712	-0.825365756365332	8	85	#00C0AF
#00BCD8	0.821819526296638	0.0675583100144891	9	85	#00BCD8
#00B0F6	-0.15110095006984	-0.382300439475951	10	85	#00B0F6
#619CFF	-0.679461382114071	-0.265041109570828	11	85	#619CFF
#B983FF	0.0167285947520946	0.333312587273827	12	85	#B983FF
#E76BF3	0.682461330509572	0.499383669341868	13	85	#E76BF3
#FD61D1	0.649710294238094	-0.194751227924095	14	85	#FD61D1
#FF67A4	0.0290971537994391	0.241429832594601	15	85	#FF67A4
#F8766D	-0.121740992674878	0.0938454612153994	1	86	#F8766D
#E58700	0.0815402076177743	-0.541288008573288	2	86	#E58700
#C99800	0.349114489392761	-0.43470088603074	3	86	#C99800
#A3A500	0.612668892967008	-0.0932719679180041	4	86	#A3A500
#6BB100	0.227611943484724	-0.0480347653528487	5	86	#6BB100
#00BA38	-0.296928235459634	-0.360400454515222	6	86	#00BA38
#00BF7D	-0.0356936849800979	0.179498093260557	7	86	#00BF7D
#00C0AF	0.497049486270224	-0.836473322795462	8	86	#00C0AF
#00BCD8	0.794179834794984	0.135895173834938	9	86	#00BCD8
#00B0F6	-0.210138924046329	-0.348585443647989	10	86	#00B0F6
#619CFF	-0.694479169571082	-0.177397100131555	11	86	#619CFF
#B983FF	0.049071297234719	0.33130361977623	12	86	#B983FF
#E76BF3	0.644104492825953	0.471550044947886	13	86	#E76BF3
#FD61D1	0.646148553101704	-0.0807816585063195	14	86	#FD61D1
#FF67A4	0.0750812776811592	0.251967787820115	15	86	#FF67A4
#F8766D	-0.119464245893156	0.162819861891244	1	87	#F8766D
#E58700	0.084482765378675	-0.571672488366961	2	87	#E58700
#C99800	0.360556431840347	-0.346845946299897	3	87	#C99800
#A3A500	0.5150221815459	-0.0364255992832808	4	87	#A3A500
#6BB100	0.290042599776805	0.00626323444092157	5	87	#6BB100
#00BA38	-0.282276830124308	-0.32161934129629	6	87	#00BA38
#00BF7D	-0.0408470150194371	0.148142877268367	7	87	#00BF7D
#00C0AF	0.536122057619115	-0.840534294861304	8	87	#00C0AF
#00BCD8	0.709286319304854	0.164587709533477	9	87	#00BCD8
#00B0F6	-0.174990737767022	-0.323498675106397	10	87	#00B0F6
#619CFF	-0.759944219919408	-0.219490589905496	11	87	#619CFF
#B983FF	0.0969158440683483	0.331588508265769	12	87	#B983FF
#E76BF3	0.710247733784458	0.503746583602318	13	87	#E76BF3
#FD61D1	0.680988481914923	-0.0881424094894232	14	87	#FD61D1
#FF67A4	-0.00115985104802938	0.248236835655804	15	87	#FF67A4
#F8766D	-0.0820545233678782	0.158160493142169	1	88	#F8766D
#E58700	0.115487569029261	-0.577999053096271	2	88	#E58700
#C99800	0.470137163206466	-0.346124988184839	3	88	#C99800
#A3A500	0.51433230867231	-0.0754339685228292	4	88	#A3A500
#6BB100	0.269323180183023	-0.0588423246487768	5	88	#6BB100
#00BA38	-0.313620775519036	-0.176492287502234	6	88	#00BA38
#00BF7D	0.0323582738781395	0.130501554101008	7	88	#00BF7D
#00C0AF	0.538151556478183	-0.78035458057499	8	88	#00C0AF
#00BCD8	0.686294833975918	0.182549267214031	9	88	#00BCD8
#00B0F6	-0.0880292797359971	-0.294158758082881	10	88	#00B0F6
#619CFF	-0.839184672018871	-0.269118140201147	11	88	#619CFF
#B983FF	0.0740036784351149	0.292923261615167	12	88	#B983FF
#E76BF3	0.748102433824486	0.57278339050246	13	88	#E76BF3
#FD61D1	0.660355481216618	-0.0576310824334208	14	88	#FD61D1
#FF67A4	-0.122909631752443	0.220973846914134	15	88	#FF67A4
#F8766D	-0.0501130309356121	0.147168513496511	1	89	#F8766D
#E58700	0.114915586592497	-0.653302284176146	2	89	#E58700
#C99800	0.566627017050199	-0.427179442744237	3	89	#C99800
#A3A500	0.423377097531751	0.0111126159850171	4	89	#A3A500
#6BB100	0.249272843786234	-0.127361510228214	5	89	#6BB100
#00BA38	-0.317464088960813	-0.204297307876007	6	89	#00BA38
#00BF7D	-0.0598806662457708	0.140884880429208	7	89	#00BF7D
#00C0AF	0.505470611388049	-0.806245893414045	8	89	#00C0AF
#00BCD8	0.615356297942548	0.13516573466479	9	89	#00BCD8
#00B0F6	-0.0130586402823722	-0.309234060384429	10	89	#00B0F6
#619CFF	-0.857049479074844	-0.247285220259948	11	89	#619CFF
#B983FF	0.0703527857692752	0.291407558508434	12	89	#B983FF
#E76BF3	0.764109111436927	0.613819708099292	13	89	#E76BF3
#FD61D1	0.715011963808351	-0.03586028441156	14	89	#FD61D1
#FF67A4	-0.127292322945953	0.353984487450961	15	89	#FF67A4
#F8766D	-0.214588559251502	0.0872548877615541	1	90	#F8766D
#E58700	0.0709345501030073	-0.655806689467538	2	90	#E58700
#C99800	0.514564750986282	-0.497031942911612	3	90	#C99800
#A3A500	0.403058968836023	-0.0286975707727981	4	90	#A3A500
#6BB100	0.187355978950662	-0.166374169077056	5	90	#6BB100
#00BA38	-0.328217073166977	-0.129331127223706	6	90	#00BA38
#00BF7D	-0.0618097905153592	0.136666203332167	7	90	#00BF7D
#00C0AF	0.529288651097864	-0.785251076890175	8	90	#00C0AF
#00BCD8	0.649647279521522	0.0425359264423556	9	90	#00BCD8
#00B0F6	0.0278523358488545	-0.379909149565121	10	90	#00B0F6
#619CFF	-0.859989312038088	-0.186719313903203	11	90	#619CFF
#B983FF	0.0715686947530741	0.279927722525718	12	90	#B983FF
#E76BF3	0.726837118212621	0.644795881201293	13	90	#E76BF3
#FD61D1	0.67867687374184	0.0314023399546915	14	90	#FD61D1
#FF67A4	-0.179368900292346	0.325738400084175	15	90	#FF67A4
#F8766D	-0.217347101010599	0.0754035051060912	1	91	#F8766D
#E58700	0.119655523596037	-0.721211964829341	2	91	#E58700
#C99800	0.531770711780284	-0.550572692894721	3	91	#C99800
#A3A500	0.382165370128809	-0.00363850637560972	4	91	#A3A500
#6BB100	0.210324144569686	-0.205287322743448	5	91	#6BB100
#00BA38	-0.374709265388883	-0.131029384619545	6	91	#00BA38
#00BF7D	-0.141444675316704	0.117580896975552	7	91	#00BF7D
#00C0AF	0.433965985678727	-0.702907181899198	8	91	#00C0AF
#00BCD8	0.655003446755321	0.0454525619817059	9	91	#00BCD8
#00B0F6	0.0112793395194594	-0.390615056710242	10	91	#00B0F6
#619CFF	-0.875764824285681	-0.225948164526638	11	91	#619CFF
#B983FF	-0.000912790499677268	0.270980442465443	12	91	#B983FF
#E76BF3	0.728724229404156	0.656634311774844	13	91	#E76BF3
#FD61D1	0.79839161656633	0.0780203912693089	14	91	#FD61D1
#FF67A4	-0.170977407416044	0.209156370950073	15	91	#FF67A4
#F8766D	-0.151935689533726	0.00521952601120455	1	92	#F8766D
#E58700	0.148747220301902	-0.759406351967872	2	92	#E58700
#C99800	0.593456890389621	-0.584833225908263	3	92	#C99800
#A3A500	0.359022628470172	-0.0262063982913336	4	92	#A3A500
#6BB100	0.119848493713196	-0.213339997904066	5	92	#6BB100
#00BA38	-0.3618705592364	-0.148321497626871	6	92	#00BA38
#00BF7D	-0.115052321964287	0.0549230702409129	7	92	#00BF7D
#00C0AF	0.438265342467097	-0.726353910159046	8	92	#00C0AF
#00BCD8	0.702517993077679	0.114051836625514	9	92	#00BCD8
#00B0F6	-0.0174332193985675	-0.393167575937155	10	92	#00B0F6
#619CFF	-0.886479266301108	-0.216385794239859	11	92	#619CFF
#B983FF	-0.0330716612973027	0.282751420905267	12	92	#B983FF
#E76BF3	0.707405298264383	0.615476849147119	13	92	#E76BF3
#FD61D1	0.909813014919948	0.0703463436365671	14	92	#FD61D1
#FF67A4	-0.21714618067788	0.103115247286715	15	92	#FF67A4
#F8766D	-0.168640166978258	-0.0268874358284884	1	93	#F8766D
#E58700	0.244115910045105	-0.685086282533905	2	93	#E58700
#C99800	0.706233472830924	-0.63596884305402	3	93	#C99800
#A3A500	0.332663391368364	0.00762607336738249	4	93	#A3A500
#6BB100	0.122951807561717	-0.196823383230964	5	93	#6BB100
#00BA38	-0.41342246006016	-0.11911563032559	6	93	#00BA38
#00BF7D	-0.136875044486401	0.0413593426172692	7	93	#00BF7D
#00C0AF	0.461636597540929	-0.696414301014416	8	93	#00C0AF
#00BCD8	0.714708374465192	0.153174050351736	9	93	#00BCD8
#00B0F6	0.0334230137958219	-0.403612971380876	10	93	#00B0F6
#619CFF	-0.807073073526067	-0.169354814188789	11	93	#619CFF
#B983FF	-0.0683026193644789	0.229360702939861	12	93	#B983FF
#E76BF3	0.690395129175173	0.569229220708543	13	93	#E76BF3
#FD61D1	0.914495953592515	0.120123768976063	14	93	#FD61D1
#FF67A4	-0.142015326733241	0.130973519409646	15	93	#FF67A4
#F8766D	-0.0919186073187369	-0.0997929018870458	1	94	#F8766D
#E58700	0.189902740273726	-0.688766047353383	2	94	#E58700
#C99800	0.658827463272385	-0.584344353730887	3	94	#C99800
#A3A500	0.39079481942467	0.0198755618513418	4	94	#A3A500
#6BB100	0.127785296767545	-0.206980479386216	5	94	#6BB100
#00BA38	-0.42803115752861	-0.097981708260605	6	94	#00BA38
#00BF7D	-0.172788679892571	0.0721825745188356	7	94	#00BF7D
#00C0AF	0.495206059989764	-0.650374544536735	8	94	#00C0AF
#00BCD8	0.718790249431063	0.147713734403279	9	94	#00BCD8
#00B0F6	0.0891007627367405	-0.3778193088343	10	94	#00B0F6
#619CFF	-0.776118693529656	-0.14718489227628	11	94	#619CFF
#B983FF	-0.0855377541290192	0.223779448323924	12	94	#B983FF
#E76BF3	0.6571392186523	0.585846000543831	13	94	#E76BF3
#FD61D1	0.966492683639963	0.157263143029061	14	94	#FD61D1
#FF67A4	-0.178011691484694	0.148156580633402	15	94	#FF67A4
#F8766D	-0.0559539042737479	-0.0907402165278272	1	95	#F8766D
#E58700	0.281245165085605	-0.670924905654531	2	95	#E58700
#C99800	0.573977973428886	-0.504762207369774	3	95	#C99800
#A3A500	0.35156117941145	0.0202361620253415	4	95	#A3A500
#6BB100	0.095606005936991	-0.239706567633982	5	95	#6BB100
#00BA38	-0.436303189375622	-0.035130564666863	6	95	#00BA38
#00BF7D	-0.136715251216408	0.0746582089464068	7	95	#00BF7D
#00C0AF	0.458134209531145	-0.598731627834702	8	95	#00C0AF
#00BCD8	0.68957475721134	0.221154666337299	9	95	#00BCD8
#00B0F6	0.0770189236089154	-0.370580628218335	10	95	#00B0F6
#619CFF	-0.839228855363653	-0.0485395299070028	11	95	#619CFF
#B983FF	-0.034581953791819	0.203296184418107	12	95	#B983FF
#E76BF3	0.651097691519604	0.588466010214357	13	95	#E76BF3
#FD61D1	0.949057280778319	0.135628457096284	14	95	#FD61D1
#FF67A4	-0.169023838596633	0.236023227531416	15	95	#FF67A4
#F8766D	-0.0968745286350552	-0.0854358959826032	1	96	#F8766D
#E58700	0.251721744720981	-0.680030424547642	2	96	#E58700
#C99800	0.58905755795396	-0.523091977307794	3	96	#C99800
#A3A500	0.375769402728687	0.115082424983479	4	96	#A3A500
#6BB100	0.110382532532617	-0.242248163451638	5	96	#6BB100
#00BA38	-0.336275441707688	-0.14631401734075	6	96	#00BA38
#00BF7D	-0.167326049456305	0.0738923055523444	7	96	#00BF7D
#00C0AF	0.513531932247639	-0.691766031006979	8	96	#00C0AF
#00BCD8	0.651641588856772	0.162758884030297	9	96	#00BCD8
#00B0F6	0.120582130831078	-0.382019386775697	10	96	#00B0F6
#619CFF	-0.81811073378312	0.0254582337715012	11	96	#619CFF
#B983FF	-0.0716744488015113	0.23638907265763	12	96	#B983FF
#E76BF3	0.6415552012178	0.602596051326482	13	96	#E76BF3
#FD61D1	0.89168468068365	0.149813162235236	14	96	#FD61D1
#FF67A4	-0.167137632031924	0.224057367893104	15	96	#FF67A4
#F8766D	-0.0547706888300609	-0.100626395154585	1	97	#F8766D
#E58700	0.301056821948086	-0.601209479957546	2	97	#E58700
#C99800	0.607408210408453	-0.414594797329046	3	97	#C99800
#A3A500	0.329743956468687	0.102174571154945	4	97	#A3A500
#6BB100	0.0548335533802996	-0.197498268090441	5	97	#6BB100
#00BA38	-0.340571127748363	-0.151275742183943	6	97	#00BA38
#00BF7D	-0.143593538061297	0.0982314755753884	7	97	#00BF7D
#00C0AF	0.579105729354686	-0.697961644450143	8	97	#00C0AF
#00BCD8	0.621218581571568	0.169386473623871	9	97	#00BCD8
#00B0F6	0.177653682973661	-0.349514233313988	10	97	#00B0F6
#619CFF	-0.869600416718903	0.0529167218090327	11	97	#619CFF
#B983FF	-0.126542713753638	0.177473536550576	12	97	#B983FF
#E76BF3	0.694819240861344	0.699242794659254	13	97	#E76BF3
#FD61D1	0.916496224315326	0.0866491859264436	14	97	#FD61D1
#FF67A4	-0.173649678732289	0.265035707026851	15	97	#FF67A4
#F8766D	-0.139673542275244	-0.147732361773054	1	98	#F8766D
#E58700	0.325535909350788	-0.610856543712797	2	98	#E58700
#C99800	0.603330663537917	-0.430400883213231	3	98	#C99800
#A3A500	0.291405023957524	0.113524188082526	4	98	#A3A500
#6BB100	0.0311114217616691	-0.134081407901661	5	98	#6BB100
#00BA38	-0.320739928503286	-0.143569447572748	6	98	#00BA38
#00BF7D	-0.0577187088563127	0.0872158570491874	7	98	#00BF7D
#00C0AF	0.594408805409166	-0.759422852439307	8	98	#00C0AF
#00BCD8	0.604768711527937	0.180090966505775	9	98	#00BCD8
#00B0F6	0.136577362417259	-0.409064698028492	10	98	#00B0F6
#619CFF	-0.837987885307534	0.0885169762902337	11	98	#619CFF
#B983FF	-0.147043759153317	0.16980635486326	12	98	#B983FF
#E76BF3	0.72211436065481	0.632895494486897	13	98	#E76BF3
#FD61D1	0.850478111711006	0.117221717602414	14	98	#FD61D1
#FF67A4	-0.148977049512785	0.180691494642379	15	98	#FF67A4
#F8766D	-0.0210596979036836	-0.095492438411314	1	99	#F8766D
#E58700	0.298975442562362	-0.724217889137684	2	99	#E58700
#C99800	0.582433501872039	-0.397620625536373	3	99	#C99800
#A3A500	0.359223616343645	0.142435342718935	4	99	#A3A500
#6BB100	-0.0549650478788319	-0.188193150523266	5	99	#6BB100
#00BA38	-0.386457272512427	-0.1644821660358	6	99	#00BA38
#00BF7D	0.035687466142242	0.0908830797225458	7	99	#00BF7D
#00C0AF	0.583229133080102	-0.768151254605784	8	99	#00C0AF
#00BCD8	0.646766898053457	0.159978760081436	9	99	#00BCD8
#00B0F6	0.130408518674881	-0.431370147730396	10	99	#00B0F6
#619CFF	-0.892695360717488	0.094334814333086	11	99	#619CFF
#B983FF	-0.183481282876535	0.109708006336337	12	99	#B983FF
#E76BF3	0.693451915326314	0.504275750167824	13	99	#E76BF3
#FD61D1	0.864990829155073	0.0980721589994877	14	99	#FD61D1
#FF67A4	-0.179146892125815	0.151929062612514	15	99	#FF67A4
#F8766D	0.101733656660387	-0.135870007174475	1	100	#F8766D
#E58700	0.343033861574759	-0.760088520871461	2	100	#E58700
#C99800	0.592462726247328	-0.327024778147817	3	100	#C99800
#A3A500	0.379127586384571	0.121691913880261	4	100	#A3A500
#6BB100	-0.0531986890981333	-0.210819287112054	5	100	#6BB100
#00BA38	-0.429781886719454	-0.115094101849765	6	100	#00BA38
#00BF7D	-0.00195280418057988	0.18727690689857	7	100	#00BF7D
#00C0AF	0.545400217665149	-0.742779573122682	8	100	#00C0AF
#00BCD8	0.588559868127413	0.180766900759131	9	100	#00BCD8
#00B0F6	0.100381816548099	-0.411398158415429	10	100	#00B0F6
#619CFF	-0.947112690598839	0.179668294521145	11	100	#619CFF
#B983FF	-0.17978315580057	0.0461278744122461	12	100	#B983FF
#E76BF3	0.716349769140353	0.477458708418909	13	100	#E76BF3
#FD61D1	0.804942388330868	0.0563610932428939	14	100	#FD61D1
#FF67A4	-0.147856116984217	0.16511546869237	15	100	#FF67A4
#F8766D	0.11545453563492	-0.145584898994065	1	101	#F8766D
#E58700	0.378372451160808	-0.680571379342638	2	101	#E58700
#C99800	0.586292149593694	-0.343307973421489	3	101	#C99800
#A3A500	0.323301847979368	0.132529322932137	4	101	#A3A500
#6BB100	-0.110284756093439	-0.254004855601278	5	101	#6BB100
#00BA38	-0.457691137957372	-0.11564762673464	6	101	#00BA38
#00BF7D	-0.024033113382363	0.159856925466085	7	101	#00BF7D
#00C0AF	0.489781260409517	-0.719113806083111	8	101	#00C0AF
#00BCD8	0.531686281709785	0.131697148775347	9	101	#00BCD8
#00B0F6	0.0983043529625366	-0.47742683917407	10	101	#00B0F6
#619CFF	-0.940503036296703	0.134493305927032	11	101	#619CFF
#B983FF	-0.0970393351632464	0.0533343509252387	12	101	#B983FF
#E76BF3	0.696632488472322	0.474700438206826	13	101	#E76BF3
#FD61D1	0.815555519691478	-0.0796552442540725	14	101	#FD61D1
#FF67A4	-0.0665032688159032	0.150219919063034	15	101	#FF67A4
#F8766D	0.18423565218485	-0.100752760681567	1	102	#F8766D
#E58700	0.46621888564334	-0.73920293583117	2	102	#E58700
#C99800	0.641952397038665	-0.326484423637101	3	102	#C99800
#A3A500	0.33700986018564	0.0908750449765614	4	102	#A3A500
#6BB100	-0.070155580494139	-0.245371015563128	5	102	#6BB100
#00BA38	-0.476405763945181	-0.119118781453337	6	102	#00BA38
#00BF7D	-0.0893966087775391	0.166433931749057	7	102	#00BF7D
#00C0AF	0.518851364761384	-0.735878381543866	8	102	#00C0AF
#00BCD8	0.603728844773032	0.130878383251822	9	102	#00BCD8
#00B0F6	0.0643594641144298	-0.378020341605359	10	102	#00B0F6
#619CFF	-0.882275380789558	0.124253255369017	11	102	#619CFF
#B983FF	-0.0875099549093783	0.0301570750801751	12	102	#B983FF
#E76BF3	0.655412054529549	0.458147535687663	13	102	#E76BF3
#FD61D1	0.818979345088727	-0.00906943971994996	14	102	#FD61D1
#FF67A4	-0.0300528032538472	0.193238528919694	15	102	#FF67A4
#F8766D	0.230256719114212	-0.0430742537237786	1	103	#F8766D
#E58700	0.485468054912602	-0.79770941786397	2	103	#E58700
#C99800	0.642403195822331	-0.313792728985861	3	103	#C99800
#A3A500	0.351123138667418	0.127375547428083	4	103	#A3A500
#6BB100	-0.0651100649760935	-0.143145440907281	5	103	#6BB100
#00BA38	-0.500166842513357	-0.106018849728478	6	103	#00BA38
#00BF7D	-0.13972359165677	0.0831432105015565	7	103	#00BF7D
#00C0AF	0.481926640211271	-0.764331015645941	8	103	#00C0AF
#00BCD8	0.669842626894963	0.126252735591067	9	103	#00BCD8
#00B0F6	0.0981027976323456	-0.314826470822921	10	103	#00B0F6
#619CFF	-0.904292991069211	0.20676686174142	11	103	#619CFF
#B983FF	-0.0273051668862116	0.141865101818081	12	103	#B983FF
#E76BF3	0.548258931449039	0.422886398404263	13	103	#E76BF3
#FD61D1	0.886492428559688	0.00861220941656754	14	103	#FD61D1
#FF67A4	-0.0615077698113421	0.237185792539034	15	103	#FF67A4
#F8766D	0.184188187065765	-0.0715893362538921	1	104	#F8766D
#E58700	0.487638209591647	-0.772115925570844	2	104	#E58700
#C99800	0.774876337526043	-0.325600818874021	3	104	#C99800
#A3A500	0.34826505445023	0.161389761269322	4	104	#A3A500
#6BB100	-0.0606935051383894	-0.183358850257514	5	104	#6BB100
#00BA38	-0.402437471569028	-0.076146862142858	6	104	#00BA38
#00BF7D	-0.141235162926986	0.131659752705857	7	104	#00BF7D
#00C0AF	0.424320801047866	-0.745661196729721	8	104	#00C0AF
#00BCD8	0.593129302788307	0.148330891319968	9	104	#00BCD8
#00B0F6	0.0499633695245126	-0.272973366639367	10	104	#00B0F6
#619CFF	-0.850755158496197	0.284630946933175	11	104	#619CFF
#B983FF	-0.0830817039974344	0.149327410439134	12	104	#B983FF
#E76BF3	0.543077350843462	0.421254229588142	13	104	#E76BF3
#FD61D1	0.95468678795729	-0.034591385611984	14	104	#FD61D1
#FF67A4	-0.127560862700319	0.263704098135099	15	104	#FF67A4
#F8766D	0.201876722564416	-0.0560926316663982	1	105	#F8766D
#E58700	0.465623401158129	-0.751164163615436	2	105	#E58700
#C99800	0.715960627928417	-0.319746588090249	3	105	#C99800
#A3A500	0.314406073225397	0.149064113611146	4	105	#A3A500
#6BB100	-0.104867864322198	-0.178772373840346	5	105	#6BB100
#00BA38	-0.397658459044812	-0.100195792091463	6	105	#00BA38
#00BF7D	-0.204614955225356	0.183199567932323	7	105	#00BF7D
#00C0AF	0.440362236907962	-0.821265486097612	8	105	#00C0AF
#00BCD8	0.621218764745528	0.0676942091046081	9	105	#00BCD8
#00B0F6	0.0846864938154589	-0.263942114147938	10	105	#00B0F6
#619CFF	-0.817631102325645	0.255150332107964	11	105	#619CFF
#B983FF	-0.127906326095713	0.176207585394478	12	105	#B983FF
#E76BF3	0.528884342853277	0.478142365150659	13	105	#E76BF3
#FD61D1	0.954798221707984	-0.0829012607799173	14	105	#FD61D1
#FF67A4	-0.204502468613255	0.316985280202492	15	105	#FF67A4
#F8766D	0.217813840277632	-0.0459122483620124	1	106	#F8766D
#E58700	0.418056813547034	-0.794769368124731	2	106	#E58700
#C99800	0.699096857092817	-0.354338120829741	3	106	#C99800
#A3A500	0.316498998413083	0.191808754392687	4	106	#A3A500
#6BB100	-0.075653762175628	-0.209404681790804	5	106	#6BB100
#00BA38	-0.387769012415707	-0.0136645464366737	6	106	#00BA38
#00BF7D	-0.17271653566746	0.128752054627576	7	106	#00BF7D
#00C0AF	0.412192092849736	-0.825051656558285	8	106	#00C0AF
#00BCD8	0.568481286449167	0.111529160019859	9	106	#00BCD8
#00B0F6	0.0600591248063986	-0.225108223313837	10	106	#00B0F6
#619CFF	-0.796397871785548	0.229591698239487	11	106	#619CFF
#B983FF	-0.0766462837876248	0.293524420643534	12	106	#B983FF
#E76BF3	0.474592176817243	0.499535024379873	13	106	#E76BF3
#FD61D1	0.927799190773812	-0.0548042623524179	14	106	#FD61D1
#FF67A4	-0.242882080140551	0.355624347298638	15	106	#FF67A4
